#EDL	Date	21.11.2014	Local Time	10:23:44	H-200 T-4.74	
Rate (Hz)	Main array	
128.000000	element_1	element_2
Time	Gauge	Gauge
s	m	m
01:12:01.797	0.00220462	0.01243945
01:12:01.805	0.00227066	0.01253194
01:12:01.813	0.00223764	0.01284024
01:12:01.820	0.00243578	0.01280941
01:12:01.828	0.00256787	0.01284024
01:12:01.836	0.00246880	0.01311771
01:12:01.844	0.00250182	0.01330270
01:12:01.852	0.00263392	0.01321021
01:12:01.859	0.00263392	0.01364184
01:12:01.867	0.00269996	0.01345685
01:12:01.875	0.00250182	0.01370350
01:12:01.883	0.00269996	0.01376516
01:12:01.891	0.00299718	0.01382683
01:12:01.898	0.00299718	0.01404265
01:12:01.906	0.00299718	0.01410431
01:12:01.914	0.00293113	0.01435097
01:12:01.922	0.00316230	0.01450513
01:12:01.930	0.00306323	0.01459763
01:12:01.938	0.00316230	0.01435097
01:12:01.945	0.00306323	0.01459763
01:12:01.953	0.00316230	0.01472096
01:12:01.961	0.00322835	0.01493679
01:12:01.969	0.00336045	0.01499845
01:12:01.977	0.00339347	0.01527595
01:12:01.984	0.00329440	0.01527595
01:12:01.992	0.00332742	0.01533762
01:12:02.000	0.00319532	0.01536845
01:12:02.008	0.00345952	0.01546096
01:12:02.016	0.00336045	0.01580013
01:12:02.023	0.00336045	0.01604680
01:12:02.031	0.00345952	0.01598513
01:12:02.039	0.00339347	0.01595430
01:12:02.047	0.00345952	0.01613931
01:12:02.055	0.00319532	0.01650932
01:12:02.063	0.00326137	0.01657100
01:12:02.070	0.00316230	0.01650932
01:12:02.078	0.00326137	0.01660183
01:12:02.086	0.00312928	0.01687935
01:12:02.094	0.00312928	0.01712603
01:12:02.102	0.00303020	0.01721854
01:12:02.109	0.00309625	0.01746523
01:12:02.117	0.00299718	0.01758858
01:12:02.125	0.00296415	0.01768109
01:12:02.133	0.00293113	0.01786611
01:12:02.141	0.00296415	0.01789695
01:12:02.148	0.00293113	0.01798946
01:12:02.156	0.00299718	0.01826699
01:12:02.164	0.00279904	0.01848286
01:12:02.172	0.00286508	0.01872956
01:12:02.180	0.00286508	0.01866788
01:12:02.188	0.00286508	0.01869872
01:12:02.195	0.00286508	0.01909962
01:12:02.203	0.00279904	0.01909962
01:12:02.211	0.00289811	0.01919213
01:12:02.219	0.00289811	0.01928465
01:12:02.227	0.00286508	0.01956220
01:12:02.234	0.00276601	0.01977808
01:12:02.242	0.00293113	0.01971640
01:12:02.250	0.00306323	0.01996312
01:12:02.258	0.00303020	0.01990144
01:12:02.266	0.00296415	0.02002479
01:12:02.273	0.00306323	0.02036404
01:12:02.281	0.00322835	0.02045656
01:12:02.289	0.00329440	0.02051824
01:12:02.297	0.00322835	0.02061076
01:12:02.305	0.00312928	0.02085748
01:12:02.313	0.00352557	0.02088833
01:12:02.320	0.00362465	0.02088833
01:12:02.328	0.00362465	0.02101169
01:12:02.336	0.00372372	0.02110421
01:12:02.344	0.00392187	0.02132010
01:12:02.352	0.00388885	0.02147431
01:12:02.359	0.00402095	0.02141263
01:12:02.367	0.00398792	0.02159768
01:12:02.375	0.00421910	0.02165936
01:12:02.383	0.00438423	0.02169020
01:12:02.391	0.00441726	0.02175189
01:12:02.398	0.00451634	0.02193694
01:12:02.406	0.00478055	0.02202947
01:12:02.414	0.00468147	0.02206031
01:12:02.422	0.00471450	0.02193694
01:12:02.430	0.00494569	0.02206031
01:12:02.438	0.00527596	0.02202947
01:12:02.445	0.00501174	0.02227621
01:12:02.453	0.00517688	0.02227621
01:12:02.461	0.00547413	0.02252296
01:12:02.469	0.00537504	0.02252296
01:12:02.477	0.00554018	0.02267717
01:12:02.484	0.00544110	0.02276970
01:12:02.492	0.00567229	0.02283139
01:12:02.500	0.00583744	0.02276970
01:12:02.508	0.00583744	0.02273886
01:12:02.516	0.00583744	0.02292392
01:12:02.523	0.00593652	0.02286223
01:12:02.531	0.00577138	0.02289308
01:12:02.539	0.00606864	0.02292392
01:12:02.547	0.00596955	0.02295476
01:12:02.555	0.00590349	0.02323236
01:12:02.563	0.00620075	0.02320151
01:12:02.570	0.00603561	0.02323236
01:12:02.578	0.00596955	0.02320151
01:12:02.586	0.00587046	0.02329405
01:12:02.594	0.00603561	0.02354080
01:12:02.602	0.00603561	0.02341742
01:12:02.609	0.00626681	0.02338658
01:12:02.617	0.00610166	0.02341742
01:12:02.625	0.00610166	0.02372587
01:12:02.633	0.00596955	0.02366418
01:12:02.641	0.00600258	0.02363334
01:12:02.648	0.00600258	0.02360249
01:12:02.656	0.00590349	0.02366418
01:12:02.664	0.00590349	0.02381840
01:12:02.672	0.00596955	0.02360249
01:12:02.680	0.00590349	0.02388009
01:12:02.688	0.00593652	0.02403432
01:12:02.695	0.00560624	0.02381840
01:12:02.703	0.00577138	0.02381840
01:12:02.711	0.00560624	0.02369503
01:12:02.719	0.00590349	0.02391094
01:12:02.727	0.00580441	0.02403432
